Product Title,Product Sub Title,Manufacturer Name,Manufacturer Code,Item Code,Category A,Category B,Category C,Image A,Image A (500 x 500),Stock Quantity,Price
Kingston Technology System Specific Memory 32GB DDR3L 1600MHz LRDIMM 32GB DDR3L 1600MHz ECC memory module,"Kingston Technology System Specific Memory 32GB DDR3L 1600MHz LRDIMM, 32 GB, DDR3L, 1600 MHz, PC/server, 240-pin DIMM, 1 x 32 GB",Kingston,KTH-PL316LLQ/32G,K-KTH-PL316LLQ/32G,Components,Memory,Branded Memory,,,0,323.26
Kingston Technology System Specific Memory 16GB DDR3L 1600MHz Reg ECC 16GB DDR3 1600MHz ECC memory module,"Kingston Technology System Specific Memory 16GB DDR3L 1600MHz Reg ECC, 16 GB, DDR3, 1600 MHz, PC/server, 240-pin DIMM, 1 x 16 GB",Kingston,KTH-PL316LV/16G,K-KTH-PL316LV/16G,Components,Memory,Branded Memory,,,0,117.97
Kingston Technology System Specific Memory 8GB DDR3L 1600MHz Reg ECC 8GB DDR3 1600MHz ECC memory module,"Kingston Technology System Specific Memory 8GB DDR3L 1600MHz Reg ECC, 8 GB, DDR3, 1600 MHz, PC/server, 240-pin DIMM, 1 x 8 GB",Kingston,KTH-PL316LV/8G,K-KTH-PL316LV/8G,Components,Memory,Branded Memory,,,0,60.73
Kingston Technology System Specific Memory 8GB 1600MHz ECC 8GB DDR3 1600MHz ECC memory module,"Kingston Technology System Specific Memory 8GB 1600MHz ECC, 8 GB, DDR3, 1600 MHz, 240-pin DIMM, 1 x 8 GB, 72 bit",Kingston,KTH-PL316S/8G,K-KTH-PL316S/8G,Components,Memory,Branded Memory,,,5,61.68
Kingston Technology System Specific Memory 4GB DDR3-1600 4GB DDR3 1600MHz ECC memory module,"Kingston Technology System Specific Memory 4GB DDR3-1600, 4 GB, DDR3, 1600 MHz, PC/server, 240-pin DIMM, 1 x 4 GB",Kingston,KTH-PL316S8/4G,K-KTH-PL316S8/4G,Components,Memory,Branded Memory,,,9,35.48
Kingston Technology System Specific Memory 16GB DDR4 16GB DDR4 2133MHz ECC memory module,"Kingston Technology System Specific Memory 16GB DDR4, 16 GB, DDR4, 2133 MHz, PC/server, 288-pin DIMM, 1 x 16 GB",Kingston,KTH-PL421/16G,K-KTH-PL421/16G,Components,Memory,Branded Memory,,,6,128.76
Kingston Technology System Specific Memory 8GB DDR4 8GB DDR4 2133MHz ECC memory module,"Kingston Technology System Specific Memory 8GB DDR4, 8 GB, DDR4, 2133 MHz, PC/server, 288-pin DIMM, 1 x 8 GB",Kingston,KTH-PL421/8G,K-KTH-PL421/8G,Components,Memory,Branded Memory,,,0,70.14
Kingston Technology System Specific Memory 1GB DDR2-667 1GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 1GB DDR2-667, 1 GB, DDR2, 667 MHz, 1 x 1 GB, 1.8 V, 64 bit",Kingston,KTH-XW4300/1G,K-KTH-XW4300/1G,Components,Memory,Branded Memory,,,0,11.28
Kingston Technology System Specific Memory 2GB DDR2-667 2GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 2GB DDR2-667, 2 GB, DDR2, 667 MHz, 1 x 2 GB, 1.8 V, 64 bit",Kingston,KTH-XW4300/2G,K-KTH-XW4300/2G,Components,Memory,Branded Memory,,,0,20.96
Kingston Technology System Specific Memory 1GB DDR2-800 CL6 1GB DDR2 800MHz memory module,"Kingston Technology System Specific Memory 1GB DDR2-800 CL6, 1 GB, DDR2, 800 MHz, 240-pin DIMM, 1 x 1 GB, 1.8 V",Kingston,KTH-XW4400C6/1G,K-KTH-XW4400C6/1G,Components,Memory,Branded Memory,,,0,11.28
Kingston Technology System Specific Memory 2GB DDR2-800 CL6 2GB DDR2 800MHz memory module,"Kingston Technology System Specific Memory 2GB DDR2-800 CL6, 2 GB, DDR2, 800 MHz, 240-pin DIMM, 1 x 2 GB, 1.8 V",Kingston,KTH-XW4400C6/2G,K-KTH-XW4400C6/2G,Components,Memory,Branded Memory,,,0,20.96
Kingston Technology System Specific Memory 4GB DDR2-667 Dual Rank Kit 4GB DRAM 667MHz memory module,"Kingston Technology System Specific Memory 4GB DDR2-667 Dual Rank Kit, 4 GB, DRAM, 667 MHz, 240-pin DIMM, 2 x 2 GB, 1.8 V",Kingston,KTH-XW9400K2/4G,K-KTH-XW9400K2/4G,Components,Memory,Branded Memory,,,0,74.71
Kingston Technology System Specific Memory 1GB DDR2-667 1GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 1GB DDR2-667, 1 GB, DDR2, 667 MHz, 200-pin SO-DIMM, 1 x 1 GB, 1.8 V",Kingston,KTH-ZD8000B/1G,K-KTH-ZD8000B/1G,Components,Memory,Branded Memory,,,0,11.28
Kingston Technology System Specific Memory 2GB DDR2-667 2GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 2GB DDR2-667, 2 GB, DDR2, 667 MHz, 1 x 2 GB, 1.8 V, 64 bit",Kingston,KTH-ZD8000B/2G,K-KTH-ZD8000B/2G,Components,Memory,Branded Memory,,,0,21.23
Kingston Technology System Specific Memory 1GB DDR2-800 1GB DDR2 800MHz memory module,"Kingston Technology System Specific Memory 1GB DDR2-800, 1 GB, DDR2, 800 MHz, 200-pin SO-DIMM, 1 x 1 GB, 1.8 V",Kingston,KTH-ZD8000C6/1G,K-KTH-ZD8000C6/1G,Components,Memory,Branded Memory,,,0,11.28
Kingston Technology System Specific Memory 2GB DDR2-800 2GB DDR2 800MHz memory module,"Kingston Technology System Specific Memory 2GB DDR2-800, 2 GB, DDR2, 800 MHz, 200-pin SO-DIMM, 1 x 2 GB, 1.8 V",Kingston,KTH-ZD8000C6/2G,K-KTH-ZD8000C6/2G,Components,Memory,Branded Memory,,,0,21.23
Kingston Technology System Specific Memory 8GB DDR3-1600MHz ECC 8GB DDR3 1600MHz ECC memory module,"Kingston Technology System Specific Memory 8GB DDR3-1600MHz ECC, 8 GB, DDR3, 1600 MHz, PC/server, 240-pin DIMM, 1 x 8 GB",Kingston,KTL-TC316E/8G,K-KTL-TC316E/8G,Components,Memory,Branded Memory,,,0,59.66
Kingston Technology System Specific Memory 4GB DDR3 1600MHz Module 4GB DDR3 1600MHz memory module,"Kingston Technology System Specific Memory 4GB DDR3 1600MHz Module, 4 GB, DDR3, 1600 MHz, PC/server, 240-pin DIMM, 1 x 4 GB",Kingston,KTL-TC316ES/4G,K-KTL-TC316ES/4G,Components,Memory,Branded Memory,,,0,31.44
Kingston Technology System Specific Memory 1GB DDR2-667 1GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 1GB DDR2-667, 1 GB, DDR2, 667 MHz, 200-pin SO-DIMM, 1 x 1 GB, 1.8 V",Kingston,KTL-TP667/1G,K-KTL-TP667/1G,Components,Memory,Branded Memory,,,0,11.28
Kingston Technology System Specific Memory 2GB DDR2-667 2GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 2GB DDR2-667, 2 GB, DDR2, 667 MHz, 200-pin SO-DIMM, 1 x 2 GB, 1.8 V",Kingston,KTL-TP667/2G,K-KTL-TP667/2G,Components,Memory,Branded Memory,,,0,21.23
Kingston Technology System Specific Memory 16GB DDR3-1333MHz ECC 16GB DDR3 1333MHz ECC memory module,"Kingston Technology System Specific Memory 16GB DDR3-1333MHz ECC, 16 GB, DDR3, 1333 MHz, PC/server, 240-pin DIMM, 1 x 16 GB",Kingston,KTL-TS313/16G,K-KTL-TS313/16G,Components,Memory,Branded Memory,,,0,117.97
Kingston Technology System Specific Memory 8GB DDR3-1333 8GB DDR3 1333MHz ECC memory module,"Kingston Technology System Specific Memory 8GB DDR3-1333, 8 GB, DDR3, 1333 MHz, 240-pin DIMM, 1 x 8 GB, CL9",Kingston,KTL-TS313E/8G,K-KTL-TS313E/8G,Components,Memory,Branded Memory,,,0,59.66
Kingston Technology ValueRAM 16GB DDR3-1600MHz 16GB DDR3 1600MHz ECC memory module,"Kingston Technology ValueRAM 16GB DDR3-1600MHz, 16 GB, DDR3, 1600 MHz, PC/server, 240-pin DIMM, 1 x 16 GB",Kingston,KTL-TS316/16G,K-KTL-TS316/16G,Components,Memory,Branded Memory,,,0,117.97
Kingston Technology System Specific Memory 8GB DDR3-1600 8GB DDR3 1600MHz ECC memory module,"Kingston Technology System Specific Memory 8GB DDR3-1600, 8 GB, DDR3, 1600 MHz, PC/server, 240-pin DIMM, 1 x 8 GB",Kingston,KTL-TS3168LV/8G,K-KTL-TS3168LV/8G,Components,Memory,Branded Memory,,,0,60.73
Kingston Technology ValueRAM KTL-TS316ELV/4G 4GB DDR3L 1600MHz ECC memory module,"Kingston Technology ValueRAM KTL-TS316ELV/4G, 4 GB, DDR3L, 1600 MHz, PC/server, 1 x 4 GB, CL11",Kingston,KTL-TS316ELV/4G,K-KTL-TS316ELV/4G,Components,Memory,Branded Memory,,,0,31.44
Kingston Technology ValueRAM KTL-TS316ELV/8G 8GB DDR3L 1600MHz ECC memory module,"Kingston Technology ValueRAM KTL-TS316ELV/8G, 8 GB, DDR3L, 1600 MHz, PC/server, 1 x 8 GB, CL11",Kingston,KTL-TS316ELV/8G,K-KTL-TS316ELV/8G,Components,Memory,Branded Memory,,,0,59.66
Kingston Technology System Specific Memory 16GB DDR3-1600 16GB DDR3 1600MHz ECC memory module,"Kingston Technology System Specific Memory 16GB DDR3-1600, 16 GB, DDR3, 1600 MHz, PC/server, 240-pin DIMM, 1 x 16 GB",Kingston,KTL-TS316LV/16G,K-KTL-TS316LV/16G,Components,Memory,Branded Memory,,,0,117.97
Kingston Technology System Specific Memory 8GB DDR3-1600 8GB DDR3 1600MHz ECC memory module,"Kingston Technology System Specific Memory 8GB DDR3-1600, 8 GB, DDR3, 1600 MHz, PC/server, 240-pin DIMM, 1 x 8 GB",Kingston,KTL-TS316S/8G,K-KTL-TS316S/8G,Components,Memory,Branded Memory,,,0,60.73
Kingston Technology System Specific Memory 16GB DDR4-2133 16GB DDR4 2133MHz ECC memory module,"Kingston Technology System Specific Memory 16GB DDR4-2133, 16 GB, DDR4, 2133 MHz, PC/server, 288-pin DIMM, 1 x 16 GB",Kingston,KTL-TS421/16G,K-KTL-TS421/16G,Components,Memory,Branded Memory,,,0,133.82
Kingston Technology System Specific Memory 8GB DDR4-2133 8GB DDR4 2133MHz ECC memory module,"Kingston Technology System Specific Memory 8GB DDR4-2133, 8 GB, DDR4, 2133 MHz, PC/server, 288-pin DIMM, 1 x 8 GB",Kingston,KTL-TS421/8G,K-KTL-TS421/8G,Components,Memory,Branded Memory,,,0,70.14
Kingston Technology System Specific Memory 1GB 800MHz CL6 1GB DRAM 800MHz memory module,"Kingston Technology System Specific Memory 1GB 800MHz CL6, 1 GB, DRAM, 800 MHz, 240-pin DIMM, 1 x 1 GB, 1.8 V",Kingston,KTL2975C6/1G,K-KTL2975C6/1G,Components,Memory,Branded Memory,,,0,11.28
Kingston Technology System Specific Memory 2GB 800MHz CL6 2GB DDR 800MHz memory module,"Kingston Technology System Specific Memory 2GB 800MHz CL6, 2 GB, DDR, 800 MHz, PC/server, 240-pin DIMM, 1 x 2 GB",Kingston,KTL2975C6/2G,K-KTL2975C6/2G,Components,Memory,Branded Memory,,,0,20.96
Kingston Technology System Specific Memory 32GB DDR3 1066MHz Module 32GB DDR3L 1066MHz ECC memory module,"Kingston Technology System Specific Memory 32GB DDR3 1066MHz Module, 32 GB, DDR3L, 1066 MHz, 240-pin DIMM, 1 x 32 GB, 1.35 V",Kingston,KTM-SX310QLV/32G,K-KTM-SX310QLV/32G,Components,Memory,Branded Memory,,,0,213.63
Kingston Technology System Specific Memory 8GB DDR3 1333MHz Module 8GB DDR3 1333MHz ECC memory module,"Kingston Technology System Specific Memory 8GB DDR3 1333MHz Module, 8 GB, DDR3, 1333 MHz, 240-pin DIMM, 1 x 8 GB, 72 bit",Kingston,KTM-SX313LLVS/8G,K-KTM-SX313LLVS/8G,Components,Memory,Branded Memory,,,0,60.73
Kingston Technology System Specific Memory 8GB DDR3 1333MHz Module 8GB DDR3 1333MHz ECC memory module,"Kingston Technology System Specific Memory 8GB DDR3 1333MHz Module, 8 GB, DDR3, 1333 MHz, 240-pin DIMM, 1 x 8 GB, 72 bit",Kingston,KTM-SX313LS/8G,K-KTM-SX313LS/8G,Components,Memory,Branded Memory,,,0,60.73
Kingston Technology ValueRAM 8GB 8GB DDR3L 1600MHz ECC memory module,"Kingston Technology ValueRAM 8GB, 8 GB, DDR3L, 1600 MHz, PC/server, 240-pin DIMM, 1 x 8 GB",Kingston,KTM-SX316LLVS/8G,K-KTM-SX316LLVS/8G,Components,Memory,Branded Memory,,,0,60.73
Kingston Technology System Specific Memory 8GB 1866MHz 8GB DDR3 1866MHz ECC memory module,"Kingston Technology System Specific Memory 8GB 1866MHz, 8 GB, DDR3, 1866 MHz, PC/server, 240-pin DIMM, 1 x 8 GB",Kingston,KTM-SX318/8G,K-KTM-SX318/8G,Components,Memory,Branded Memory,,,0,61.81
Kingston Technology System Specific Memory 8GB 1866MHz 8GB DDR3 1866MHz ECC memory module,"Kingston Technology System Specific Memory 8GB 1866MHz, 8 GB, DDR3, 1866 MHz, PC/server, 240-pin DIMM, 1 x 8 GB",Kingston,KTM-SX318/8G,K-KTM-SX318E/8G,Components,Memory,Branded Memory,,,0,55.09
Kingston Technology System Specific Memory 32GB DDR3 1866MHz LRDIMM 32GB DDR3 1866MHz ECC memory module,"Kingston Technology System Specific Memory 32GB DDR3 1866MHz LRDIMM, 32 GB, DDR3, 1866 MHz, PC/server, 240-pin DIMM, 1 x 32 GB",Kingston,KTM-SX318LQ/32G,K-KTM-SX318LQ/32G,Components,Memory,Branded Memory,,,0,323.26
Kingston Technology System Specific Memory 16GB DDR4-2133 16GB DDR4 2133MHz ECC memory module,"Kingston Technology System Specific Memory 16GB DDR4-2133, 16 GB, DDR4, 2133 MHz, PC/server, 288-pin DIMM, 1.2 V",Kingston,KTM-SX421/16G,K-KTM-SX421/16G,Components,Memory,Branded Memory,,,0,133.82
Kingston Technology System Specific Memory 8GB DDR4 8GB DDR4 2133MHz ECC memory module,"Kingston Technology System Specific Memory 8GB DDR4, 8 GB, DDR4, 2133 MHz, PC/server, 288-pin DIMM, 1 x 8 GB",Kingston,KTM-SX421/8G,K-KTM-SX421/8G,Components,Memory,Branded Memory,,,0,70.14
Kingston Technology System Specific Memory 1GB 667MHz 1GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 1GB 667MHz, 1 GB, DDR2, 667 MHz, 240-pin DIMM, 1 x 1 GB, 1.8 V",Kingston,KTM4982/1G,K-KTM4982/1G,Components,Memory,Branded Memory,,,0,11.28
Kingston Technology System Specific Memory 2GB 667MHz 2GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 2GB 667MHz, 2 GB, DDR2, 667 MHz, 240-pin DIMM, 1 x 2 GB, 1.8 V",Kingston,KTM4982/2G,K-KTM4982/2G,Components,Memory,Branded Memory,,,0,20.96
Kingston Technology System Specific Memory 1GB 1GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 1GB, 1 GB, DDR2, 667 MHz, 240-pin DIMM, 1 x 1 GB, 1.8 V",Kingston,KTN-PM667/1G,K-KTN-PM667/1G,Components,Memory,Branded Memory,,,0,11.28
Kingston Technology System Specific Memory Memory 16GB DDR2 SDRAM Module DDR2 667MHz ECC memory module,"Kingston Technology System Specific Memory Memory 16GB DDR2 SDRAM Module, DDR2, 667 MHz, 240-pin DIMM, 2 x 8 GB, 1.8 V, 72 bit",Kingston,KTS-SESK2/16G,K-KTS-SESK2/16G,Components,Memory,Branded Memory,,,0,456.28
Kingston Technology System Specific Memory 8GB Kit 8GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 8GB Kit, 8 GB, DDR2, 667 MHz, 2 x 4 GB, 1.8 V, 72 bit",Kingston,KTS-SESK2/8G,K-KTS-SESK2/8G,Components,Memory,Branded Memory,,,0,156.13
Kingston Technology System Specific Memory 8GB Kit 8GB DRAM 667MHz memory module,"Kingston Technology System Specific Memory 8GB Kit, 8 GB, DRAM, 667 MHz, 240-pin DIMM, 2 x 4 GB, 1.8 V",Kingston,KTS5287K2/8G,K-KTS5287K2/8G,Components,Memory,Branded Memory,,,0,146.72
Kingston Technology System Specific Memory 16GB Kit 16GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 16GB Kit, 16 GB, DDR2, 667 MHz, 2 x 8 GB, 1.8 V, 72 bit",Kingston,KTS8122K2/16G,K-KTS8122K2/16G,Components,Memory,Branded Memory,,,0,441.23
Kingston Technology System Specific Memory 1GB DDR2-667 1GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 1GB DDR2-667, 1 GB, DDR2, 667 MHz, 200-pin SO-DIMM, 1 x 1 GB, 1.8 V",Kingston,KTT667D2/1G,K-KTT667D2/1G,Components,Memory,Branded Memory,,,0,11.28
Kingston Technology System Specific Memory 2GB DDR2-667 2GB DDR2 667MHz memory module,"Kingston Technology System Specific Memory 2GB DDR2-667, 2 GB, DDR2, 667 MHz, 200-pin SO-DIMM, 1 x 2 GB, 1.8 V",Kingston,KTT667D2/2G,K-KTT667D2/2G,Components,Memory,Branded Memory,,,0,21.23
"Kingston Technology System Specific Memory 2GB, SODIMM, DDR2-800 2GB DDR2 800MHz memory module","Kingston Technology System Specific Memory 2GB, SODIMM, DDR2-800, 2 GB, DDR2, 800 MHz, 200-pin SO-DIMM, 1 x 2 GB, 1.8 V",Kingston,KTT800D2/2G,K-KTT800D2/2G,Components,Memory,Branded Memory,,,0,21.23
Kingston Technology ValueRAM 8GB DDR3 1333MHz Module 8GB DDR3 1333MHz ECC memory module,"Kingston Technology ValueRAM 8GB DDR3 1333MHz Module, 8 GB, DDR3, 1333 MHz, 240-pin DIMM, 1 x 8 GB, 1.5 V",Kingston,KVR1333D3E9S/8G,K-KVR1333D3E9S/8G,Components,Memory,Server Memory,,,0,51.9
Kingston Technology ValueRAM 16GB DDR3 1333MHz Kit 16GB DDR3 1333MHz ECC memory module,"Kingston Technology ValueRAM 16GB DDR3 1333MHz Kit, 16 GB, DDR3, 1333 MHz, 240-pin DIMM, 2 x 8 GB, 1.5 V",Kingston,KVR1333D3E9SK2/16G,K-KVR1333D3E9SK2/16G,Components,Memory,Server Memory,,,0,103.82
Kingston Technology ValueRAM 8GB DDR3 1333MHz Module 8GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM 8GB DDR3 1333MHz Module, 8 GB, DDR3, 1333 MHz, 240-pin DIMM, 1 x 8 GB, 1.5 V",Kingston,KVR1333D3N9/8G,K-KVR1333D3N9/8G,Components,Memory,Desktop Memory,,,44,43.32
Kingston Technology ValueRAM 8GB DDR3 1333MHz Module 8GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM 8GB DDR3 1333MHz Module, 8 GB, DDR3, 1333 MHz, 240-pin DIMM, 1 x 8 GB, 1.5 V",Kingston,KVR1333D3N9H/8G,K-KVR1333D3N9H/8G,Components,Memory,Desktop Memory,,,44,40.92
Kingston Technology ValueRAM 32GB DDR3 1333MHz Kit 32GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM 32GB DDR3 1333MHz Kit, 32 GB, DDR3, 1333 MHz, 240-pin DIMM, 4 x 8 GB, 1.5 V",Kingston,KVR1333D3N9HK4/32G,K-KVR1333D3N9HK4/32G,Components,Memory,Desktop Memory,,,0,164.1
Kingston Technology ValueRAM 32GB DDR3 1333MHz Kit 32GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM 32GB DDR3 1333MHz Kit, 32 GB, DDR3, 1333 MHz, 240-pin DIMM, 4 x 8 GB, 1.5 V",Kingston,KVR1333D3N9K4/32G,K-KVR1333D3N9K4/32G,Components,Memory,Desktop Memory,,,0,164.1
Kingston Technology ValueRAM 8GB DDR3 1333MHz Module 8GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM 8GB DDR3 1333MHz Module, 8 GB, DDR3, 1333 MHz, Notebook, 204-pin SO-DIMM, 1 x 8 GB",Kingston,KVR1333D3S9/8G,K-KVR1333D3S9/8G,Components,Memory,Laptop Memory,,,9,40.79
Kingston Technology ValueRAM 4GB 1333MHz DDR3L Module 4GB DDR3 1333MHz ECC memory module,"Kingston Technology ValueRAM 4GB 1333MHz DDR3L Module, 4 GB, DDR3, 1333 MHz, PC/server, 240-pin DIMM, 1 x 4 GB",Kingston,KVR13LE9S8/4,K-KVR13LE9S8/4,Components,Memory,Server Memory,,,0,27.41
Kingston Technology ValueRAM 8GB 1333MHz DDR3 Module 8GB DDR3 1333MHz ECC memory module,"Kingston Technology ValueRAM 8GB 1333MHz DDR3 Module, 8 GB, DDR3, 1333 MHz, PC/server, 240-pin DIMM, 1 x 8 GB",Kingston,KVR13LR9S4/8,K-KVR13LR9S4/8,Components,Memory,Server Memory,,,3,55.52
Kingston Technology ValueRAM 4GB 1333MHz DDR3L ECC CL9 DIMM 4GB DDR3 1333MHz ECC memory module,"Kingston Technology ValueRAM 4GB 1333MHz DDR3L ECC CL9 DIMM, 4 GB, DDR3, 1333 MHz, PC/server, 240-pin DIMM, 1 x 4 GB",Kingston,KVR13LR9S8/4,K-KVR13LR9S8/4,Components,Memory,Server Memory,,,0,28.47
Kingston Technology ValueRAM 2GB DDR3L 1333MHz 2GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM 2GB DDR3L 1333MHz, 2 GB, DDR3, 1333 MHz, Notebook, 204-pin SO-DIMM, 1 x 2 GB",Kingston,KVR13LS9S6/2,K-KVR13LS9S6/2,Components,Memory,Server Memory,,,19,12.78
Kingston Technology ValueRAM 4GB 1333MHz DDR3L Module 4GB DDR3 1333MHz ECC memory module,"Kingston Technology ValueRAM 4GB 1333MHz DDR3L Module, 4 GB, DDR3, 1333 MHz, Notebook, 204-pin SO-DIMM, 1 x 4 GB",Kingston,KVR13LSE9S8/4,K-KVR13LSE9S8/4,Components,Memory,Server Memory,,,0,27.41
Kingston Technology ValueRAM 16GB DDR3 1333MHz Kit 16GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM 16GB DDR3 1333MHz Kit, 16 GB, DDR3, 1333 MHz, 240-pin DIMM, 2 x 8 GB, 1.5 V",Kingston,KVR13N9K2/16,K-KVR13N9K2/16,Components,Memory,Desktop Memory,,,3,77.66
Kingston Technology ValueRAM 24GB DDR3 1333MHz Kit 24GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM 24GB DDR3 1333MHz Kit, 24 GB, DDR3, 1333 MHz, 240-pin DIMM, 3 x 8 GB, 1.5 V",Kingston,KVR13N9K3/24,K-KVR13N9K3/24,Components,Memory,Desktop Memory,,,0,123.08
Kingston Technology ValueRAM KVR13N9S6/2 2GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM KVR13N9S6/2, 2 GB, DDR3, 1333 MHz, PC/server, 240-pin DIMM, 1 x 2 GB",Kingston,KVR13N9S6/2,K-KVR13N9S6/2,Components,Memory,Desktop Memory,,,10,12.28
Kingston Technology ValueRAM KVR13N9S8/4 4GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM KVR13N9S8/4, 4 GB, DDR3, 1333 MHz, PC/server, 240-pin DIMM, 1 x 4 GB",Kingston,KVR13N9S8/4,K-KVR13N9S8/4,Components,Memory,Desktop Memory,,,0,21.14
Kingston Technology ValueRAM 4GB DDR3-1333 4GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM 4GB DDR3-1333, 4 GB, DDR3, 1333 MHz, 240-pin DIMM, 1 x 4 GB, 1.5 V",Kingston,KVR13N9S8H/4,K-KVR13N9S8H/4,Components,Memory,Desktop Memory,,,40,21.32
Kingston Technology ValueRAM KVR13N9S8HK2/8 8GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM KVR13N9S8HK2/8, 8 GB, DDR3, 1333 MHz, PC/server, 240-pin DIMM, 2 x 4 GB",Kingston,KVR13N9S8HK2/8,K-KVR13N9S8HK2/8,Components,Memory,Desktop Memory,,,2,42.97
Kingston Technology ValueRAM KVR13N9S8K2/8 8GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM KVR13N9S8K2/8, 8 GB, DDR3, 1333 MHz, PC/server, 240-pin DIMM, 2 x 4 GB",Kingston,KVR13N9S8K2/8,K-KVR13N9S8K2/8,Components,Memory,Desktop Memory,,,4,40.2
Kingston Technology ValueRAM 16GB DDR3 1333MHz Module 16GB DDR3 1333MHz ECC memory module,"Kingston Technology ValueRAM 16GB DDR3 1333MHz Module, 16 GB, DDR3, 1333 MHz, 240-pin DIMM, 1 x 16 GB, 1.5 V",Kingston,KVR13R9D4/16,K-KVR13R9D4/16,Components,Memory,Server Memory,,,1,84.95
Kingston Technology ValueRAM 16GB DDR3 1333MHz Kit 16GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM 16GB DDR3 1333MHz Kit, 16 GB, DDR3, 1333 MHz, Notebook, 204-pin SO-DIMM, 2 x 8 GB",Kingston,KVR13S9K2/16,K-KVR13S9K2/16,Components,Memory,Laptop Memory,,,0,82.04
Kingston Technology ValueRAM KVR13S9S6/2 2GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM KVR13S9S6/2, 2 GB, DDR3, 1333 MHz, Notebook, 204-pin SO-DIMM, 1 x 2 GB",Kingston,KVR13S9S6/2,K-KVR13S9S6/2,Components,Memory,Laptop Memory,,,12,12.24
Kingston Technology ValueRAM 4GB DDR3 1333MHz Module 4GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM 4GB DDR3 1333MHz Module, 4 GB, DDR3, 1333 MHz, Notebook, 204-pin SO-DIMM, 1 x 4 GB",Kingston,KVR13S9S8/4,K-KVR13S9S8/4,Components,Memory,Laptop Memory,http://www.e-cdn.co.uk/original-images/838488.jpg,http://www.e-cdn.co.uk/thumb-images/500x500/838488.jpg,40,21.06
Kingston Technology ValueRAM 8GB DDR3 1333MHZ SODIMM 8GB DDR3 1333MHz memory module,"Kingston Technology ValueRAM 8GB DDR3 1333MHZ SODIMM, 8 GB, DDR3, 1333 MHz, PC/server, 204-pin SO-DIMM, 2 x 4 GB",Kingston,KVR13S9S8K2/8,K-KVR13S9S8K2/8,Components,Memory,Laptop Memory,,,0,42.71
Kingston Technology ValueRAM 8GB DDR3 1600MHz Module 8GB DDR3 1600MHz ECC memory module,"Kingston Technology ValueRAM 8GB DDR3 1600MHz Module, 8 GB, DDR3, 1600 MHz, 240-pin DIMM, 1 x 8 GB, 1.5 V",Kingston,KVR16E11/8,K-KVR16E11/8,Components,Memory,Server Memory,,,10,52.24
Kingston Technology ValueRAM 32GB DDR3 1600MHz Kit 32GB DDR3 1600MHz ECC memory module,"Kingston Technology ValueRAM 32GB DDR3 1600MHz Kit, 32 GB, DDR3, 1600 MHz, 240-pin DIMM, 4 x 8 GB, 1.5 V",Kingston,KVR16E11K4/32,K-KVR16E11K4/32,Components,Memory,Server Memory,,,0,207.63
Kingston Technology ValueRAM 4GB DDR3 1600MHz Module 4GB DDR3 1600MHz ECC memory module,"Kingston Technology ValueRAM 4GB DDR3 1600MHz Module, 4 GB, DDR3, 1600 MHz, PC/server, 240-pin DIMM, 1 x 4 GB",Kingston,KVR16E11S8/4,K-KVR16E11S8/4,Components,Memory,Server Memory,,,24,28.94
Kingston Technology ValueRAM 8GB 1600MHz DDR3L Module 8GB DDR3 1600MHz ECC memory module,"Kingston Technology ValueRAM 8GB 1600MHz DDR3L Module, 8 GB, DDR3, 1600 MHz, PC/server, 240-pin DIMM, 1 x 8 GB",Kingston,KVR16LE11/8,K-KVR16LE11/8,Components,Memory,Server Memory,,,0,51.9
